,year,week,provinceID,SMN,SMT,VCI,TCI,VHI
0,1982,01,2,0.060,258.8,38.36,47.85,43.1
1,1982,02,2,0.061,260.12,38.92,42.42,40.67
2,1982,03,2,0.059,260.66,36.22,42.39,39.3
3,1982,04,2,0.058,261.71,35.32,41.06,38.19
4,1982,05,2,0.053,261.2,31.66,48.09,39.88
5,1982,06,2,0.049,261.38,26.05,53.1,39.58
6,1982,07,2,0.048,262.4,22.34,56.26,39.3
7,1982,08,2,0.049,264.1,20.55,56.89,38.72
8,1982,09,2,0.054,266.82,20.26,51.61,35.94
9,1982,10,2,0.062,269.94,21.45,45.16,33.31
10,1982,11,2,0.077,272.94,25.49,38.56,32.02
11,1982,12,2,0.096,275.41,29.59,38.38,33.98
12,1982,13,2,0.110,277.77,29.73,39.53,34.63
13,1982,14,2,0.123,280.08,27.13,41.82,34.47
14,1982,15,2,0.136,281.67,20.48,51.65,36.06
15,1982,16,2,0.157,283.51,16.7,62.02,39.36
16,1982,17,2,0.183,285.45,13.99,72.5,43.24
17,1982,18,2,0.224,287.57,17.03,74.05,45.54
18,1982,19,2,0.270,289.45,19.93,71.65,45.79
19,1982,20,2,0.314,290.95,22.76,69.65,46.21
20,1982,21,2,0.349,291.7,23.86,70.9,47.38
21,1982,22,2,0.375,292.17,24.26,69.94,47.1
22,1982,23,2,0.392,292.38,22.79,72.49,47.64
23,1982,24,2,0.399,292.3,20.42,78.27,49.35
24,1982,25,2,0.400,292.17,18.86,84.94,51.9
25,1982,26,2,0.401,292.03,19.15,88.39,53.77
26,1982,27,2,0.402,292.23,21.33,87.64,54.48
27,1982,28,2,0.407,292.78,28.39,84.63,56.51
28,1982,29,2,0.412,293.33,37.38,82.39,59.88
29,1982,30,2,0.413,293.47,44.1,82.83,63.46
30,1982,31,2,0.412,293.65,48.16,80.37,64.27
31,1982,32,2,0.403,293.66,46.89,77.32,62.1
32,1982,33,2,0.396,293.53,48.32,70.98,59.65
33,1982,34,2,0.391,293.21,51.11,61.2,56.16
34,1982,35,2,0.390,292.63,58.15,51.69,54.92
35,1982,36,2,0.387,291.9,66.02,42.24,54.13
36,1982,37,2,0.373,290.83,71.04,36.61,53.82
37,1982,38,2,0.362,289.3,76.51,36.07,56.29
38,1982,39,2,0.340,287.62,76.82,34.39,55.6
39,1982,40,2,0.310,285.91,73.8,30.73,52.26
40,1982,41,2,0.280,284.01,70.81,28.06,49.43
41,1982,42,2,0.249,282.14,67.27,26.39,46.83
42,1982,43,2,0.222,279.72,66.97,28.64,47.81
43,1982,44,2,0.197,277.67,67.95,22.52,45.24
44,1982,45,2,0.167,276.29,64.52,15.1,39.81
45,1982,46,2,0.142,274.3,60.46,13.48,36.97
46,1982,47,2,0.115,272.02,51.04,16.04,33.54
47,1982,48,2,0.094,269.73,42.87,21.58,32.23
48,1982,49,2,0.076,267.16,33.74,28.22,30.98
49,1982,50,2,0.065,264.93,29.23,33.24,31.23
