,year,week,provinceID,SMN,SMT,VCI,TCI,VHI
0,1982,01,8,0.038,252.22,47.05,69.15,58.1
1,1982,02,8,0.036,253.39,45.39,63.52,54.45
2,1982,03,8,0.033,254.22,41.22,60.22,50.72
3,1982,04,8,0.031,255.6,37.35,58.01,47.68
4,1982,05,8,0.030,257.16,32.54,56.92,44.73
5,1982,06,8,0.028,258.12,25.63,57.18,41.41
6,1982,07,8,0.029,259.9,21.3,54.76,38.03
7,1982,08,8,0.033,262.82,21.84,49.76,35.8
8,1982,09,8,0.036,265.27,20.87,48.45,34.66
9,1982,10,8,0.041,267.96,20.64,48.64,34.64
10,1982,11,8,0.053,271.56,24.24,45.76,35.0
11,1982,12,8,0.072,275.19,30.89,43.71,37.3
12,1982,13,8,0.092,278.5,36.31,42.75,39.53
13,1982,14,8,0.103,281.02,35.51,42.88,39.2
14,1982,15,8,0.116,283.13,33.78,44.63,39.21
15,1982,16,8,0.139,284.78,33.35,50.99,42.17
16,1982,17,8,0.167,286.45,32.68,63.15,47.92
17,1982,18,8,0.207,288.24,35.78,75.31,55.54
18,1982,19,8,0.267,290.74,44.29,78.15,61.22
19,1982,20,8,0.325,293.07,52.61,75.69,64.15
20,1982,21,8,0.371,294.4,59.15,75.3,67.23
21,1982,22,8,0.397,294.56,60.33,78.74,69.54
22,1982,23,8,0.407,294.46,56.77,83.03,69.9
23,1982,24,8,0.407,294.31,50.69,89.54,70.12
24,1982,25,8,0.401,294.27,44.31,93.68,68.99
25,1982,26,8,0.399,294.53,43.57,92.82,68.2
26,1982,27,8,0.391,294.5,41.29,91.12,66.2
27,1982,28,8,0.390,294.76,44.24,88.75,66.49
28,1982,29,8,0.388,294.93,47.82,89.6,68.71
29,1982,30,8,0.386,295.03,52.55,90.97,71.76
30,1982,31,8,0.380,295.04,56.42,90.94,73.68
31,1982,32,8,0.375,295.38,60.75,86.76,73.75
32,1982,33,8,0.371,295.65,65.02,80.09,72.55
33,1982,34,8,0.363,295.45,68.48,75.2,71.84
34,1982,35,8,0.352,294.95,71.73,69.3,70.51
35,1982,36,8,0.333,294.25,71.97,60.14,66.06
36,1982,37,8,0.308,293.22,69.64,50.13,59.88
37,1982,38,8,0.277,291.63,62.58,46.74,54.66
38,1982,39,8,0.236,289.94,49.88,42.42,46.15
39,1982,40,8,0.196,288.09,38.81,36.44,37.62
40,1982,41,8,0.159,285.78,30.03,34.3,32.17
41,1982,42,8,0.129,283.35,25.75,32.06,28.91
42,1982,43,8,0.107,280.55,25.07,35.66,30.37
43,1982,44,8,0.090,278.1,25.62,33.18,29.4
44,1982,45,8,0.077,275.16,24.63,32.91,28.77
45,1982,46,8,0.065,271.72,24.16,35.98,30.07
46,1982,47,8,0.056,268.21,24.31,38.12,31.21
47,1982,48,8,0.049,264.28,24.77,46.5,35.64
48,1982,49,8,0.045,260.55,27.59,56.69,42.14
49,1982,50,8,0.044,257.23,31.5,61.34,46.42
50,1982,51,8,0.043,254.37,36.67,66.76,51.71
51,1982,52,8,0.041,252.86,42.5,67.39,54.94
52,1983,01,8,0.041,252.37,50.55,68.51,59.53
53,1983,02,8,0.039,252.89,50.4,65.54,57.97
54,1983,03,8,0.038,254.23,48.78,59.56,54.17
55,1983,04,8,0.036,255.53,44.81,57.63,51.22
56,1983,05,8,0.034,257.55,37.66,54.3,45.98
57,1983,06,8,0.033,258.65,30.42,54.35,42.38
58,1983,07,8,0.032,260.37,24.74,52.57,38.66
59,1983,08,8,0.033,262.28,21.57,51.49,36.53
60,1983,09,8,0.033,264.34,18.98,51.67,35.33
61,1983,10,8,0.037,267.85,18.42,49.08,33.75
62,1983,11,8,0.044,272.03,18.98,43.96,31.47
63,1983,12,8,0.054,275.99,21.24,40.21,30.72
64,1983,13,8,0.073,280.55,26.58,33.62,30.1
65,1983,14,8,0.094,283.92,31.19,29.89,30.54
66,1983,15,8,0.120,286.83,35.69,27.36,31.53
67,1983,16,8,0.146,288.7,36.52,31.13,33.83
68,1983,17,8,0.179,290.54,37.54,38.2,37.87
69,1983,18,8,0.221,292.68,41.34,43.26,42.3
70,1983,19,8,0.269,294.52,45.27,46.59,45.93
71,1983,20,8,0.318,296.29,49.9,45.76,47.83
72,1983,21,8,0.350,297.28,50.68,47.09,48.88
73,1983,22,8,0.369,297.38,46.95,51.25,49.1
74,1983,23,8,0.376,297.26,41.04,55.93,48.49
75,1983,24,8,0.371,296.88,31.42,64.1,47.76
76,1983,25,8,0.366,297.0,25.11,66.36,45.73
77,1983,26,8,0.361,297.37,22.79,64.21,43.5
78,1983,27,8,0.354,297.61,21.86,61.13,41.49
79,1983,28,8,0.343,297.59,19.4,62.25,40.82
80,1983,29,8,0.330,297.44,15.61,66.25,40.93
81,1983,30,8,0.317,297.06,14.29,72.34,43.32
82,1983,31,8,0.312,296.57,17.59,77.09,47.34
83,1983,32,8,0.309,296.3,22.01,78.21,50.11
84,1983,33,8,0.309,296.19,28.24,74.77,51.51
85,1983,34,8,0.303,295.97,32.57,69.78,51.18
86,1983,35,8,0.295,295.93,38.15,59.06,48.6
87,1983,36,8,0.273,294.69,37.62,55.44,46.53
88,1983,37,8,0.250,293.29,36.08,49.39,42.73
89,1983,38,8,0.228,291.84,34.47,44.31,39.39
90,1983,39,8,0.203,288.82,31.09,55.81,43.45
91,1983,40,8,0.178,286.26,28.87,58.23,43.55
92,1983,41,8,0.154,283.19,27.19,63.72,45.46
93,1983,42,8,0.135,280.57,28.2,58.89,43.55
94,1983,43,8,0.114,278.23,28.91,54.06,41.48
95,1983,44,8,0.093,274.95,26.92,54.57,40.75
96,1983,45,8,0.077,271.14,24.76,57.71,41.24
97,1983,46,8,0.067,267.35,25.8,61.25,43.53
98,1983,47,8,0.060,264.45,27.66,60.24,43.95
99,1983,48,8,0.057,262.06,31.74,59.47,45.6
100,1983,49,8,0.052,259.81,34.08,60.69,47.39
101,1983,50,8,0.052,256.6,40.46,64.31,52.38
102,1983,51,8,0.053,253.99,49.47,68.09,58.78
103,1983,52,8,0.051,250.85,57.17,76.95,67.06
104,1984,01,8,0.050,250.06,65.78,79.81,72.79
105,1984,02,8,0.048,249.31,64.43,83.19,73.81
106,1984,03,8,0.045,249.81,60.51,82.14,71.32
107,1984,04,8,0.043,251.86,54.36,76.57,65.47
108,1984,05,8,0.039,253.64,43.92,73.24,58.58
109,1984,06,8,0.037,254.33,35.47,72.68,54.07
110,1984,07,8,0.039,254.81,30.76,73.4,52.08
111,1984,08,8,0.042,255.76,28.45,74.63,51.54
112,1984,09,8,0.044,258.51,26.49,71.86,49.18
113,1984,10,8,0.047,262.71,24.52,67.27,45.9
114,1984,11,8,0.054,267.44,25.09,60.96,43.02
115,1984,12,8,0.066,272.71,27.69,53.01,40.35
116,1984,13,8,0.081,277.99,30.94,44.39,37.66
