,year,week,provinceID,SMN,SMT,VCI,TCI,VHI
0,1982,01,14,0.036,249.48,40.51,79.9,60.21
1,1982,02,14,0.034,251.07,40.82,71.85,56.33
2,1982,03,14,0.032,252.56,38.21,64.53,51.37
3,1982,04,14,0.030,254.76,32.74,55.45,44.1
4,1982,05,14,0.027,256.18,26.61,53.62,40.12
5,1982,06,14,0.025,256.78,20.92,56.9,38.91
6,1982,07,14,0.023,257.77,16.45,59.41,37.93
7,1982,08,14,0.023,259.79,14.29,58.13,36.21
8,1982,09,14,0.020,261.6,10.69,58.04,34.36
9,1982,10,14,0.021,264.07,8.59,57.77,33.18
10,1982,11,14,0.026,267.42,9.68,56.38,33.03
11,1982,12,14,0.036,271.31,13.39,53.2,33.29
12,1982,13,14,0.052,276.27,18.67,45.59,32.13
13,1982,14,14,0.065,280.23,20.07,40.6,30.33
14,1982,15,14,0.084,283.38,21.91,39.52,30.72
15,1982,16,14,0.110,285.97,25.05,42.96,34.0
16,1982,17,14,0.140,288.4,26.32,50.59,38.46
17,1982,18,14,0.177,290.36,29.12,61.93,45.53
18,1982,19,14,0.231,292.48,36.79,68.35,52.57
19,1982,20,14,0.287,294.66,44.19,67.78,55.98
20,1982,21,14,0.335,296.02,50.5,68.46,59.48
21,1982,22,14,0.370,296.17,55.33,71.84,63.58
22,1982,23,14,0.386,296.28,58.08,76.75,67.41
23,1982,24,14,0.388,296.11,58.77,86.72,72.74
24,1982,25,14,0.385,295.77,58.6,94.47,76.53
25,1982,26,14,0.387,296.06,62.49,95.39,78.94
26,1982,27,14,0.379,295.83,61.31,96.37,78.84
27,1982,28,14,0.376,295.9,63.24,96.04,79.64
28,1982,29,14,0.373,295.97,65.86,97.0,81.43
29,1982,30,14,0.372,296.01,69.99,97.04,83.52
30,1982,31,14,0.365,296.12,73.07,95.51,84.29
31,1982,32,14,0.358,296.49,75.21,92.14,83.67
32,1982,33,14,0.350,296.68,76.82,87.98,82.4
33,1982,34,14,0.343,296.8,79.16,80.66,79.91
34,1982,35,14,0.328,296.49,79.95,72.71,76.33
35,1982,36,14,0.308,295.58,77.67,63.83,70.75
