,year,week,provinceID,SMN,SMT,VCI,TCI,VHI
0,1982,01,13,0.045,261.12,36.68,41.79,39.23
1,1982,02,13,0.041,262.61,36.46,35.1,35.78
2,1982,03,13,0.041,263.82,36.49,30.79,33.64
3,1982,04,13,0.038,264.71,33.46,28.66,31.06
4,1982,05,13,0.034,264.76,29.66,30.5,30.08
5,1982,06,13,0.033,265.5,26.5,32.88,29.69
6,1982,07,13,0.033,266.58,23.46,35.64,29.55
7,1982,08,13,0.035,267.64,22.5,39.09,30.79
8,1982,09,13,0.036,268.9,20.89,43.95,32.42
9,1982,10,13,0.039,270.55,17.81,48.85,33.33
10,1982,11,13,0.052,273.52,19.6,46.13,32.87
11,1982,12,13,0.067,277.3,22.67,42.61,32.64
12,1982,13,13,0.079,280.02,24.18,42.58,33.38
13,1982,14,13,0.089,282.21,23.58,45.83,34.71
14,1982,15,13,0.098,283.7,20.43,56.82,38.62
15,1982,16,13,0.118,285.36,20.38,69.83,45.11
16,1982,17,13,0.146,287.17,21.73,82.6,52.16
17,1982,18,13,0.184,289.66,25.97,85.71,55.84
18,1982,19,13,0.227,292.27,29.27,83.82,56.54
19,1982,20,13,0.265,293.88,30.82,80.61,55.72
20,1982,21,13,0.295,294.53,30.86,81.58,56.22
21,1982,22,13,0.315,294.79,27.41,82.45,54.93
22,1982,23,13,0.324,294.53,20.79,85.74,53.27
23,1982,24,13,0.332,294.71,18.77,87.14,52.95
24,1982,25,13,0.336,294.7,20.47,90.88,55.68
25,1982,26,13,0.338,294.62,23.38,93.28,58.33
26,1982,27,13,0.336,294.74,25.31,93.27,59.29
27,1982,28,13,0.335,294.94,30.03,91.68,60.86
28,1982,29,13,0.340,295.44,38.12,89.06,63.59
29,1982,30,13,0.339,295.9,44.76,85.09,64.92
30,1982,31,13,0.332,296.39,47.72,79.13,63.42
31,1982,32,13,0.327,296.96,51.04,72.24,61.64
32,1982,33,13,0.321,297.24,55.09,68.01,61.55
33,1982,34,13,0.313,297.08,58.52,65.68,62.1
34,1982,35,13,0.305,296.81,64.02,58.99,61.51
35,1982,36,13,0.295,296.5,67.67,45.91,56.79
36,1982,37,13,0.278,295.71,66.82,34.81,50.82
37,1982,38,13,0.259,294.39,64.42,29.31,46.87
38,1982,39,13,0.235,292.74,58.66,26.3,42.48
39,1982,40,13,0.204,290.43,48.87,27.83,38.35
40,1982,41,13,0.172,287.69,40.46,30.6,35.53
41,1982,42,13,0.146,284.94,36.7,31.58,34.14
42,1982,43,13,0.127,282.4,35.77,31.57,33.67
43,1982,44,13,0.112,280.36,35.29,23.16,29.22
44,1982,45,13,0.096,278.34,33.13,18.79,25.96
45,1982,46,13,0.081,275.75,31.22,20.83,26.03
46,1982,47,13,0.065,271.91,27.59,30.99,29.29
47,1982,48,13,0.054,267.86,25.89,41.83,33.86
48,1982,49,13,0.047,264.29,25.88,49.19,37.54
