,year,week,provinceID,SMN,SMT,VCI,TCI,VHI
0,1982,01,19,0.077,258.13,44.89,63.95,54.42
1,1982,02,19,0.084,261.28,55.41,47.93,51.67
2,1982,03,19,0.088,263.61,59.42,38.01,48.72
3,1982,04,19,0.091,266.15,57.55,29.88,43.71
4,1982,05,19,0.092,267.85,50.06,29.18,39.62
5,1982,06,19,0.094,268.92,44.28,31.75,38.01
6,1982,07,19,0.098,270.5,41.33,30.62,35.97
7,1982,08,19,0.106,272.32,42.5,29.83,36.16
8,1982,09,19,0.113,274.01,43.51,29.97,36.74
9,1982,10,19,0.120,275.63,43.53,31.8,37.66
10,1982,11,19,0.131,277.26,42.7,31.96,37.33
11,1982,12,19,0.142,278.95,40.84,38.51,39.68
12,1982,13,19,0.152,280.63,36.97,43.54,40.26
13,1982,14,19,0.161,282.33,31.56,48.11,39.83
14,1982,15,19,0.168,283.63,23.71,57.97,40.84
15,1982,16,19,0.185,285.07,20.25,65.26,42.75
16,1982,17,19,0.211,286.78,20.42,68.25,44.33
17,1982,18,19,0.247,288.38,24.45,66.51,45.48
18,1982,19,19,0.292,290.08,32.91,61.53,47.22
19,1982,20,19,0.340,291.55,43.46,56.61,50.04
20,1982,21,19,0.373,291.98,48.59,59.47,54.03
21,1982,22,19,0.394,292.18,50.77,60.28,55.52
22,1982,23,19,0.403,292.22,49.81,61.34,55.58
23,1982,24,19,0.400,292.01,42.83,64.96,53.89
24,1982,25,19,0.391,291.7,36.58,70.58,53.58
25,1982,26,19,0.384,291.7,32.23,72.16,52.19
26,1982,27,19,0.382,292.16,31.41,69.34,50.37
27,1982,28,19,0.386,292.78,34.3,66.07,50.18
28,1982,29,19,0.391,293.51,40.27,61.52,50.89
29,1982,30,19,0.392,294.15,44.67,56.8,50.73
30,1982,31,19,0.386,294.45,43.24,52.37,47.8
31,1982,32,19,0.376,294.33,38.99,51.87,45.43
32,1982,33,19,0.372,294.25,40.04,48.69,44.37
33,1982,34,19,0.366,294.14,41.62,41.79,41.7
34,1982,35,19,0.359,293.57,45.18,36.86,41.02
35,1982,36,19,0.347,292.8,48.32,30.8,39.56
36,1982,37,19,0.325,291.76,46.49,26.63,36.56
37,1982,38,19,0.303,290.13,43.9,29.93,36.92
38,1982,39,19,0.279,288.24,40.72,33.37,37.05
39,1982,40,19,0.252,286.29,35.75,35.12,35.44
40,1982,41,19,0.223,284.57,31.94,31.56,31.75
41,1982,42,19,0.200,282.84,31.56,32.01,31.79
42,1982,43,19,0.178,280.96,31.54,34.34,32.94
43,1982,44,19,0.158,279.05,32.6,28.14,30.37
44,1982,45,19,0.133,276.9,29.6,26.11,27.86
45,1982,46,19,0.116,275.33,30.28,23.68,26.98
46,1982,47,19,0.102,273.71,32.3,23.18,27.74
47,1982,48,19,0.088,271.21,31.7,29.53,30.62
48,1982,49,19,0.078,268.73,29.22,35.11,32.17
49,1982,50,19,0.069,266.61,25.28,37.39,31.34
50,1982,51,19,0.066,264.81,26.65,38.66,32.66
51,1982,52,19,0.065,264.01,29.05,37.7,33.37
52,1983,01,19,0.066,264.13,34.42,34.43,34.42
53,1983,02,19,0.069,265.09,39.57,29.07,34.32
54,1983,03,19,0.070,266.1,41.12,25.6,33.36
55,1983,04,19,0.072,267.09,40.46,25.44,32.95
56,1983,05,19,0.069,266.49,32.98,35.83,34.4
57,1983,06,19,0.061,266.1,22.61,44.89,33.75
58,1983,07,19,0.060,266.98,19.36,47.23,33.29
59,1983,08,19,0.060,267.24,17.83,54.71,36.27
60,1983,09,19,0.063,267.71,17.14,62.04,39.59
61,1983,10,19,0.073,269.25,19.49,64.93,42.21
62,1983,11,19,0.084,271.08,19.92,66.05,42.99
63,1983,12,19,0.099,273.3,20.06,70.4,45.23
64,1983,13,19,0.119,275.98,21.01,71.57,46.29
65,1983,14,19,0.143,278.84,22.76,73.28,48.02
66,1983,15,19,0.174,281.78,26.6,74.17,50.38
67,1983,16,19,0.203,284.25,28.71,73.66,51.18
68,1983,17,19,0.232,286.8,30.14,68.21,49.17
69,1983,18,19,0.264,288.57,32.13,64.9,48.51
70,1983,19,19,0.295,290.38,33.63,58.52,46.08
71,1983,20,19,0.328,292.32,37.73,47.97,42.85
72,1983,21,19,0.352,292.87,38.17,49.43,43.8
73,1983,22,19,0.371,293.37,39.06,47.53,43.29
74,1983,23,19,0.385,293.75,40.58,45.19,42.89
75,1983,24,19,0.382,293.16,33.71,52.38,43.05
76,1983,25,19,0.380,293.08,30.49,55.39,42.94
77,1983,26,19,0.382,293.58,30.91,51.24,41.08
78,1983,27,19,0.380,293.57,29.54,53.4,41.47
79,1983,28,19,0.372,293.24,25.73,60.42,43.08
80,1983,29,19,0.362,292.93,22.96,68.22,45.59
81,1983,30,19,0.356,293.0,23.24,70.88,47.06
82,1983,31,19,0.362,293.2,28.71,67.87,48.29
83,1983,32,19,0.367,293.33,33.08,64.77,48.92
84,1983,33,19,0.367,293.65,36.79,56.76,46.77
85,1983,34,19,0.367,293.96,41.68,44.22,42.95
86,1983,35,19,0.364,294.2,48.35,28.37,38.36
87,1983,36,19,0.354,293.61,52.08,20.87,36.48
88,1983,37,19,0.335,292.34,51.13,19.29,35.21
89,1983,38,19,0.315,290.95,49.75,19.18,34.47
90,1983,39,19,0.294,288.77,47.99,26.23,37.11
91,1983,40,19,0.265,286.48,42.39,32.41,37.4
92,1983,41,19,0.235,284.04,37.48,37.27,37.37
93,1983,42,19,0.206,281.82,34.51,41.83,38.17
94,1983,43,19,0.179,280.08,31.53,41.35,36.44
95,1983,44,19,0.153,277.73,29.39,37.84,33.61
96,1983,45,19,0.126,275.04,25.32,38.4,31.86
97,1983,46,19,0.102,271.89,22.01,43.97,32.99
98,1983,47,19,0.087,269.17,22.34,48.16,35.25
99,1983,48,19,0.077,267.42,24.06,49.43,36.74
100,1983,49,19,0.068,266.47,22.45,46.65,34.55
101,1983,50,19,0.063,265.76,20.81,41.76,31.29
102,1983,51,19,0.058,265.08,20.39,37.46,28.92
103,1983,52,19,0.056,264.11,21.59,37.65,29.62
104,1984,01,19,0.056,262.8,24.18,41.89,33.03
105,1984,02,19,0.055,261.17,25.15,50.1,37.63
106,1984,03,19,0.055,260.32,25.94,56.27,41.11
107,1984,04,19,0.054,260.19,24.41,60.65,42.53
108,1984,05,19,0.053,260.66,20.94,63.98,42.46
109,1984,06,19,0.053,261.51,17.52,65.73,41.63
110,1984,07,19,0.055,262.46,16.35,67.67,42.01
111,1984,08,19,0.058,263.45,16.59,72.08,44.34
112,1984,09,19,0.064,265.15,17.52,73.56,45.54
113,1984,10,19,0.073,267.78,19.31,71.16,45.24
114,1984,11,19,0.088,270.99,21.57,65.53,43.55
115,1984,12,19,0.106,274.51,23.47,63.26,43.37
116,1984,13,19,0.127,278.32,24.85,57.73,41.29
117,1984,14,19,0.149,281.57,25.79,53.92,39.86
118,1984,15,19,0.171,284.5,25.29,49.99,37.64
119,1984,16,19,0.193,286.98,23.64,45.46,34.55
120,1984,17,19,0.212,288.7,20.48,47.2,33.84
121,1984,18,19,0.234,289.98,17.74,49.0,33.37
122,1984,19,19,0.253,290.82,14.02,53.77,33.89
123,1984,20,19,0.273,290.78,11.6,65.94,38.77
124,1984,21,19,0.294,290.62,10.54,74.65,42.6
125,1984,22,19,0.312,290.26,10.68,80.13,45.4
126,1984,23,19,0.324,289.69,10.59,86.94,48.76
127,1984,24,19,0.341,289.76,13.89,88.54,51.21
128,1984,25,19,0.355,290.01,18.93,88.91,53.92
129,1984,26,19,0.364,290.08,22.68,90.35,56.52
130,1984,27,19,0.370,290.21,25.92,91.33,58.63
131,1984,28,19,0.376,290.58,29.35,91.89,60.62
132,1984,29,19,0.381,291.13,34.81,90.93,62.87
133,1984,30,19,0.381,291.82,38.27,86.09,62.18
134,1984,31,19,0.369,291.87,33.79,84.32,59.06
135,1984,32,19,0.357,291.89,28.41,82.77,55.59
136,1984,33,19,0.347,291.69,25.32,82.14,53.73
137,1984,34,19,0.336,291.32,24.2,79.84,52.02
138,1984,35,19,0.313,290.35,20.76,79.89,50.33
139,1984,36,19,0.285,289.09,17.68,75.99,46.83
140,1984,37,19,0.261,288.04,15.46,69.23,42.35
141,1984,38,19,0.232,286.62,10.15,70.37,40.26
142,1984,39,19,0.203,284.76,5.4,74.3,39.85
143,1984,40,19,0.183,283.33,3.99,68.97,36.48
144,1984,41,19,0.168,281.81,5.46,62.99,34.23
145,1984,42,19,0.155,280.5,9.04,55.18,32.11
146,1984,43,19,0.138,278.81,10.88,52.18,31.53
147,1984,44,19,0.117,276.6,10.59,46.31,28.45
148,1984,45,19,0.105,274.2,13.5,43.55,28.52
149,1984,46,19,0.094,272.27,17.3,40.63,28.96
150,1984,47,19,0.087,271.0,23.46,36.7,30.08
151,1984,48,19,0.085,270.25,30.52,33.15,31.83
152,1984,49,19,0.085,270.47,34.59,25.54,30.07
153,1985,09,19,0.069,262.11,18.69,69.71,44.2
154,1985,10,19,0.066,263.09,15.57,75.59,45.58
155,1985,11,19,0.075,266.6,15.32,73.2,44.26
156,1985,12,19,0.091,271.23,16.45,71.0,43.72
157,1985,13,19,0.118,276.45,20.52,64.35,42.44
158,1985,14,19,0.148,281.0,25.0,55.51,40.25
159,1985,15,19,0.178,284.75,28.83,45.96,37.4
160,1985,16,19,0.208,287.41,31.46,40.11,35.79
161,1985,17,19,0.235,289.3,31.88,39.68,35.78
162,1985,18,19,0.259,290.48,29.87,42.71,36.29
163,1985,19,19,0.290,291.64,31.23,43.7,37.47
164,1985,20,19,0.316,292.46,31.44,46.24,38.84
165,1985,21,19,0.337,292.43,30.27,54.44,42.35
166,1985,22,19,0.353,292.29,29.48,59.17,44.33
167,1985,23,19,0.361,292.08,27.63,62.89,45.26
168,1985,24,19,0.362,291.51,23.59,70.53,47.06
169,1985,25,19,0.363,291.37,22.13,74.49,48.31
170,1985,26,19,0.369,291.7,24.19,72.66,48.42
171,1985,27,19,0.374,292.15,27.2,69.82,48.51
172,1985,28,19,0.375,292.43,28.14,70.42,49.28
173,1985,29,19,0.379,292.95,32.86,68.56,50.71
174,1985,30,19,0.382,293.43,38.31,66.03,52.17
175,1985,31,19,0.382,294.17,40.62,55.95,48.29
176,1985,32,19,0.385,294.87,43.98,44.93,44.46
177,1985,33,19,0.378,295.12,43.32,37.25,40.29
178,1985,34,19,0.364,294.85,39.74,32.31,36.02
179,1985,35,19,0.343,293.85,36.23,32.94,34.59
180,1985,36,19,0.325,292.4,37.04,34.96,36.0
181,1985,37,19,0.305,290.45,36.45,40.84,38.65
182,1985,38,19,0.284,288.67,34.63,46.14,40.39
183,1985,39,19,0.261,286.24,32.02,57.1,44.56
184,1985,40,19,0.232,283.45,26.27,68.32,47.3
185,1985,41,19,0.200,280.73,20.66,75.73,48.2
186,1985,42,19,0.173,278.49,18.23,74.53,46.38
187,1985,43,19,0.149,276.11,16.64,73.91,45.28
188,1985,44,19,0.127,273.26,15.7,70.39,43.04
189,1985,45,19,0.105,270.12,13.16,69.38,41.27
190,1985,46,19,0.078,266.22,7.67,74.05,40.86
191,1985,47,19,0.057,263.25,3.6,77.09,40.35
192,1985,48,19,0.044,260.68,2.86,81.36,42.11
193,1985,49,19,0.041,259.47,3.49,79.53,41.51
194,1985,50,19,0.040,258.52,3.5,76.52,40.01
195,1985,51,19,0.040,257.4,5.3,75.18,40.24
196,1985,52,19,0.039,255.56,6.06,78.73,42.4
