,year,week,provinceID,SMN,SMT,VCI,TCI,VHI
0,1982,01,3,0.065,260.93,41.81,53.98,47.9
1,1982,02,3,0.066,262.39,42.16,49.09,45.62
2,1982,03,3,0.067,263.42,42.06,46.27,44.17
3,1982,04,3,0.067,264.39,38.35,44.27,41.31
4,1982,05,3,0.067,265.61,34.87,41.49,38.18
5,1982,06,3,0.067,266.96,31.44,40.62,36.03
6,1982,07,3,0.070,268.24,29.46,41.37,35.42
7,1982,08,3,0.073,269.29,28.33,44.69,36.51
8,1982,09,3,0.073,270.72,26.1,47.6,36.85
9,1982,10,3,0.076,272.84,23.69,48.04,35.87
10,1982,11,3,0.085,275.11,23.08,46.61,34.85
11,1982,12,3,0.097,277.26,22.21,48.77,35.49
12,1982,13,3,0.109,278.8,19.59,53.71,36.65
13,1982,14,3,0.122,279.72,17.36,62.9,40.13
14,1982,15,3,0.130,280.28,12.91,75.33,44.12
15,1982,16,3,0.152,281.82,11.22,81.9,46.56
16,1982,17,3,0.186,283.86,12.4,83.73,48.07
17,1982,18,3,0.232,286.67,18.41,77.86,48.14
18,1982,19,3,0.284,289.45,24.69,65.45,45.07
19,1982,20,3,0.322,291.21,26.26,58.27,42.26
20,1982,21,3,0.353,291.78,25.26,61.67,43.46
21,1982,22,3,0.373,291.98,22.2,65.75,43.97
22,1982,23,3,0.383,291.88,18.97,70.55,44.76
23,1982,24,3,0.390,292.06,16.64,72.64,44.64
24,1982,25,3,0.402,292.34,18.06,72.44,45.25
25,1982,26,3,0.411,292.52,18.93,72.53,45.73
26,1982,27,3,0.417,292.85,19.99,73.64,46.81
27,1982,28,3,0.416,293.09,20.03,74.52,47.27
28,1982,29,3,0.424,293.66,28.81,68.18,48.49
29,1982,30,3,0.430,294.08,37.98,62.21,50.09
30,1982,31,3,0.434,294.49,42.53,55.97,49.25
31,1982,32,3,0.435,294.92,45.19,48.99,47.09
32,1982,33,3,0.434,295.08,46.76,42.95,44.86
33,1982,34,3,0.428,295.1,46.34,37.3,41.82
34,1982,35,3,0.414,294.95,45.53,29.9,37.71
35,1982,36,3,0.391,294.55,42.74,23.04,32.89
36,1982,37,3,0.362,293.72,37.9,20.4,29.15
37,1982,38,3,0.335,292.33,32.5,21.43,26.97
38,1982,39,3,0.303,290.28,25.03,28.65,26.84
39,1982,40,3,0.270,288.28,18.32,36.53,27.43
40,1982,41,3,0.243,286.95,17.07,29.69,23.38
41,1982,42,3,0.224,285.53,21.75,23.13,22.44
42,1982,43,3,0.201,283.69,25.92,21.91,23.92
43,1982,44,3,0.178,281.79,29.86,17.57,23.71
44,1982,45,3,0.154,279.66,32.17,15.72,23.94
45,1982,46,3,0.134,277.44,33.57,18.0,25.79
46,1982,47,3,0.117,275.17,35.22,21.16,28.19
47,1982,48,3,0.102,272.5,35.92,26.98,31.45
48,1982,49,3,0.091,270.04,36.42,30.75,33.58
49,1982,50,3,0.081,267.72,37.26,32.27,34.77
50,1982,51,3,0.073,265.64,40.09,34.08,37.09
51,1982,52,3,0.065,264.18,39.16,38.04,38.6
52,1983,01,3,0.059,264.08,34.68,39.4,37.04
53,1983,02,3,0.058,265.35,33.38,36.39,34.89
54,1983,03,3,0.060,266.84,35.31,32.87,34.09
55,1983,04,3,0.064,267.98,35.89,31.95,33.92
56,1983,05,3,0.067,269.0,36.15,30.77,33.46
57,1983,06,3,0.068,270.08,33.04,31.84,32.44
58,1983,07,3,0.070,271.81,30.63,31.56,31.1
59,1983,08,3,0.075,273.84,30.45,30.69,30.57
60,1983,09,3,0.083,275.89,31.5,30.76,31.13
61,1983,10,3,0.094,278.65,33.03,28.06,30.54
62,1983,11,3,0.107,280.76,33.75,25.72,29.74
63,1983,12,3,0.125,282.27,35.08,29.01,32.05
64,1983,13,3,0.143,283.6,35.21,32.45,33.83
65,1983,14,3,0.163,284.96,35.49,34.31,34.9
66,1983,15,3,0.185,286.46,36.49,34.54,35.52
67,1983,16,3,0.217,287.93,37.95,36.15,37.05
68,1983,17,3,0.254,289.29,39.79,39.67,39.73
69,1983,18,3,0.300,290.78,44.93,40.74,42.83
70,1983,19,3,0.342,291.79,48.41,42.71,45.56
71,1983,20,3,0.375,292.75,49.47,42.91,46.19
72,1983,21,3,0.397,292.96,46.64,49.11,47.88
73,1983,22,3,0.412,293.06,43.04,53.78,48.41
74,1983,23,3,0.426,293.28,43.0,55.57,49.29
75,1983,24,3,0.424,292.73,37.35,64.66,51.01
76,1983,25,3,0.426,292.5,34.27,69.85,52.06
77,1983,26,3,0.434,292.68,35.36,70.07,52.72
78,1983,27,3,0.433,292.69,32.19,75.47,53.83
79,1983,28,3,0.417,292.27,24.45,84.93,54.69
80,1983,29,3,0.401,291.72,18.52,92.69,55.61
81,1983,30,3,0.383,291.37,13.86,94.94,54.4
82,1983,31,3,0.383,291.5,16.32,93.24,54.78
83,1983,32,3,0.387,292.03,19.33,86.98,53.15
